time_s,f_des_N,f_est_raw_N,f_est_filt_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
2.020883,0.000000,-0.008547,-0.014135,-0.048043,-0.001709,-0.000191,0.024420,5.0000,0.1000
2.031429,0.000000,-0.094017,-0.038100,-0.018226,-0.018803,-0.000191,-0.063492,5.0000,0.1000
2.040849,0.000000,0.008547,-0.024106,-0.033310,0.001709,-0.000191,-0.102564,5.0000,0.1000
2.050000,0.000000,0.025641,-0.009182,-0.033310,0.005128,-0.000191,-0.004884,5.0000,0.1000
2.060164,0.000000,-0.076923,-0.029504,-0.043696,-0.015385,-0.000191,0.024420,5.0000,0.1000
2.070305,0.000000,0.059829,-0.002704,-0.052773,0.011966,-0.000191,-0.024420,5.0000,0.1000
2.080204,0.000000,-0.145299,-0.045483,-0.052773,-0.029060,-0.000191,0.014652,5.0000,0.1000
2.090688,0.000000,-0.128205,-0.070299,-0.036828,-0.025641,-0.000191,-0.083028,5.0000,0.1000
2.100458,0.000000,0.008547,-0.046645,-0.019227,0.001709,-0.000191,0.014652,5.0000,0.1000
2.110000,0.000000,0.025641,-0.024960,-0.019227,0.005128,-0.000191,-0.043956,5.0000,0.1000
2.120032,0.000000,-0.025641,-0.025164,-0.036430,-0.005128,-0.000191,0.063492,5.0000,0.1000
2.130209,0.000000,0.008547,-0.015051,-0.047575,0.001709,-0.000191,-0.014652,5.0000,0.1000
2.140411,0.000000,-0.008547,-0.013100,-0.047575,-0.001709,-0.000191,-0.083028,5.0000,0.1000
2.150021,0.000000,0.008547,-0.006606,-0.048077,0.001709,-0.000191,-0.043956,5.0000,0.1000
2.160445,0.000000,-0.076923,-0.027701,-0.048077,-0.015385,-0.000191,-0.141636,5.0000,0.1000
2.170933,0.000000,0.008547,-0.016826,-0.021668,0.001709,-0.000191,-0.131868,5.0000,0.1000
2.180521,0.000000,-0.179487,-0.065625,-0.030750,-0.035897,-0.000191,0.024420,5.0000,0.1000
2.190841,0.000000,0.025641,-0.038245,-0.030750,0.005128,-0.000191,-0.014652,5.0000,0.1000
2.200000,0.000000,-0.059829,-0.044720,-0.034585,-0.011966,-0.000191,0.053724,5.0000,0.1000
2.211437,0.000000,-0.094017,-0.059509,-0.041825,-0.018803,-0.000191,0.102564,5.0000,0.1000
2.220000,0.000000,-0.025641,-0.049349,-0.041825,-0.005128,-0.000191,-0.004884,5.0000,0.1000
2.230000,0.000000,0.076923,-0.011467,-0.031323,0.015385,-0.000191,-0.151404,5.0000,0.1000
2.240000,0.000000,0.025641,-0.000335,-0.031323,0.005128,0.000191,0.141636,5.0000,0.1000
2.251424,0.000000,-0.145299,-0.043824,-0.015190,-0.029060,0.000191,0.122100,5.0000,0.1000
2.260096,0.000000,-0.042735,-0.043497,-0.038934,-0.008547,-0.000191,-0.063492,5.0000,0.1000
2.270474,0.000000,0.008547,-0.027884,-0.038934,0.001709,-0.000191,0.063492,5.0000,0.1000
2.280078,0.000000,0.094017,0.008686,-0.044764,0.018803,-0.000191,0.053724,5.0000,0.1000
2.290240,0.000000,-0.162393,-0.042638,-0.054204,-0.032479,-0.000191,0.014652,5.0000,0.1000
2.300000,0.000000,-0.059829,-0.047795,-0.054204,-0.011966,-0.000191,-0.053724,5.0000,0.1000
2.310035,0.000000,0.025641,-0.025764,-0.029042,0.005128,-0.000191,-0.043956,5.0000,0.1000
2.320050,0.000000,0.008547,-0.015471,-0.025289,0.001709,-0.000191,-0.073260,5.0000,0.1000
2.330301,0.000000,0.076923,0.012247,-0.045099,0.015385,-0.000191,0.014652,5.0000,0.1000
2.341692,0.000000,0.025641,0.016265,-0.045099,0.005128,-0.000191,0.004884,5.0000,0.1000
2.351544,0.000000,0.008547,0.013950,-0.051905,0.001709,-0.000191,-0.151404,5.0000,0.1000
2.361478,0.000000,0.008547,0.012329,-0.051905,0.001709,-0.000191,0.053724,5.0000,0.1000
2.370004,0.000000,0.008547,0.011194,-0.044912,0.001709,-0.000191,0.053724,5.0000,0.1000
2.380000,0.000000,0.042735,0.020657,-0.044912,0.008547,-0.000191,0.053724,5.0000,0.1000
2.390000,0.000000,0.008547,0.017024,-0.017663,0.001709,-0.000191,-0.004884,5.0000,0.1000
2.400000,0.000000,0.008547,0.014481,-0.029822,0.001709,-0.000191,0.053724,5.0000,0.1000
2.410234,0.000000,0.025641,0.017829,-0.029822,0.005128,-0.000191,0.043956,5.0000,0.1000
2.420536,0.000000,-0.076923,-0.010597,-0.044093,-0.015385,-0.000191,-0.083028,5.0000,0.1000
2.430197,0.000000,-0.076923,-0.030495,-0.053732,-0.015385,-0.000191,-0.004884,5.0000,0.1000
2.440489,0.000000,-0.008547,-0.023910,-0.053732,-0.001709,-0.000191,-0.063492,5.0000,0.1000
2.450349,0.000000,-0.076923,-0.039814,-0.032073,-0.015385,-0.000191,-0.073260,5.0000,0.1000
2.460000,0.000000,0.059829,-0.009921,-0.019605,0.011966,-0.000191,0.043956,5.0000,0.1000
2.470000,0.000000,-0.042735,-0.019765,-0.019605,-0.008547,0.000191,0.092796,5.0000,0.1000
2.481146,0.000000,-0.094017,-0.042041,-0.040428,-0.018803,-0.000191,0.043956,5.0000,0.1000
2.490445,0.000000,0.008547,-0.026865,-0.049919,0.001709,-0.000191,0.073260,5.0000,0.1000
2.500326,0.000000,-0.076923,-0.041882,-0.049919,-0.015385,-0.000191,0.063492,5.0000,0.1000
2.510233,0.000000,-0.042735,-0.042138,-0.047732,-0.008547,-0.000191,0.024420,5.0000,0.1000
2.520754,0.000000,0.008547,-0.026932,-0.017954,0.001709,-0.000191,-0.004884,5.0000,0.1000
2.530172,0.000000,0.008547,-0.016289,-0.017954,0.001709,-0.000191,-0.083028,5.0000,0.1000
2.540218,0.000000,-0.059829,-0.029351,-0.031855,-0.011966,-0.000191,-0.014652,5.0000,0.1000
2.550272,0.000000,-0.128205,-0.059007,-0.031855,-0.025641,-0.000191,0.004884,5.0000,0.1000
2.560000,0.000000,-0.042735,-0.054125,-0.043224,-0.008547,-0.000191,-0.014652,5.0000,0.1000
2.571552,0.000000,-0.059829,-0.055837,-0.048548,-0.011966,-0.000191,0.004884,5.0000,0.1000
2.580426,0.000000,-0.094017,-0.067291,-0.029535,-0.018803,-0.000191,-0.083028,5.0000,0.1000
2.591568,0.000000,-0.094017,-0.075309,-0.029535,-0.018803,-0.000191,0.053724,5.0000,0.1000
2.600249,0.000000,0.042735,-0.039896,-0.016125,0.008547,-0.000191,-0.092796,5.0000,0.1000
2.610018,0.000000,-0.008547,-0.030491,-0.016125,-0.001709,-0.000191,0.073260,5.0000,0.1000
2.620027,0.000000,-0.008547,-0.023908,-0.039785,-0.001709,-0.000191,0.092796,5.0000,0.1000
2.630295,0.000000,0.008547,-0.014171,-0.043774,0.001709,-0.000191,-0.014652,5.0000,0.1000
2.640634,0.000000,-0.025641,-0.017612,-0.043774,-0.005128,-0.000191,-0.151404,5.0000,0.1000
2.651625,0.000000,0.059829,0.005620,-0.047922,0.011966,-0.000191,-0.004884,5.0000,0.1000
2.660922,0.000000,0.042735,0.016755,-0.017738,0.008547,-0.000191,-0.083028,5.0000,0.1000
2.671336,0.000000,0.042735,0.024549,-0.017738,0.008547,-0.000191,0.034188,5.0000,0.1000
2.680072,0.000000,-0.025641,0.009492,-0.025923,-0.005128,-0.000191,0.024420,5.0000,0.1000
2.690138,0.000000,0.008547,0.009208,-0.029841,0.001709,-0.000191,0.014652,5.0000,0.1000
2.700144,0.000000,0.111111,0.039779,-0.029841,0.022222,-0.000191,-0.073260,5.0000,0.1000
2.710160,0.000000,-0.213675,-0.036257,-0.048965,-0.042735,-0.000191,-0.112332,5.0000,0.1000
2.722671,0.000000,0.059829,-0.007431,-0.035479,0.011966,-0.000191,-0.024420,5.0000,0.1000
2.730953,0.000000,-0.162393,-0.053920,-0.035479,-0.032479,-0.000191,0.053724,5.0000,0.1000
2.741464,0.000000,-0.076923,-0.060821,-0.015170,-0.015385,-0.000191,0.063492,5.0000,0.1000
2.750001,0.000000,-0.008547,-0.045139,-0.015170,-0.001709,-0.000191,-0.083028,5.0000,0.1000
2.760000,0.000000,0.059829,-0.013648,-0.033612,0.011966,-0.000191,0.014652,5.0000,0.1000
2.770291,0.000000,0.008547,-0.006990,-0.041008,0.001709,-0.000191,-0.024420,5.0000,0.1000
2.780355,0.000000,-0.059829,-0.022842,-0.049615,-0.011966,-0.000191,0.024420,5.0000,0.1000
2.792157,0.000000,-0.111111,-0.049322,-0.049615,-0.022222,-0.000191,0.034188,5.0000,0.1000
2.800903,0.000000,0.042735,-0.021705,-0.028448,0.008547,-0.000191,0.014652,5.0000,0.1000
2.810811,0.000000,-0.042735,-0.028014,-0.023681,-0.008547,-0.000191,0.034188,5.0000,0.1000
2.820271,0.000000,0.025641,-0.011918,-0.023681,0.005128,0.000191,0.102564,5.0000,0.1000
2.830243,0.000000,-0.008547,-0.010906,-0.040306,-0.001709,0.000191,0.083028,5.0000,0.1000
2.840281,0.000000,-0.059829,-0.025583,-0.040306,-0.011966,-0.000191,-0.014652,5.0000,0.1000
2.850498,0.000000,-0.042735,-0.030729,-0.046947,-0.008547,-0.000191,0.043956,5.0000,0.1000
2.861950,0.000000,-0.059829,-0.039459,-0.044268,-0.011966,-0.000191,-0.034188,5.0000,0.1000
2.870584,0.000000,0.042735,-0.014801,-0.044268,0.008547,-0.000191,0.073260,5.0000,0.1000
2.881155,0.000000,0.042735,0.002460,-0.017985,0.008547,-0.000191,-0.073260,5.0000,0.1000
2.890000,0.000000,0.025641,0.009414,-0.017985,0.005128,-0.000191,0.043956,5.0000,0.1000
2.900082,0.000000,-0.008547,0.004026,-0.034801,-0.001709,-0.000191,-0.034188,5.0000,0.1000
2.910182,0.000000,-0.042735,-0.010002,-0.038672,-0.008547,-0.000191,0.034188,5.0000,0.1000
2.920977,0.000000,-0.025641,-0.014694,-0.050664,-0.005128,-0.000191,0.014652,5.0000,0.1000
2.930079,0.000000,-0.008547,-0.012850,-0.050664,-0.001709,-0.000191,-0.083028,5.0000,0.1000
2.940185,0.000000,-0.059829,-0.026944,-0.024235,-0.011966,-0.000191,-0.004884,5.0000,0.1000
2.950614,0.000000,-0.094017,-0.047066,-0.019992,-0.018803,-0.000191,-0.024420,5.0000,0.1000
2.960000,0.000000,-0.059829,-0.050895,-0.019992,-0.011966,-0.000191,0.063492,5.0000,0.1000
2.970000,0.000000,-0.025641,-0.043319,-0.038520,-0.005128,-0.000191,-0.043956,5.0000,0.1000
2.980245,0.000000,-0.025641,-0.038015,-0.042854,-0.005128,-0.000191,0.073260,5.0000,0.1000
2.990461,0.000000,-0.094017,-0.054816,-0.042854,-0.018803,-0.000191,-0.043956,5.0000,0.1000
3.001783,0.000000,-0.076923,-0.061448,-0.047113,-0.015385,-0.000191,0.073260,5.0000,0.1000
3.010000,0.000000,-0.076923,-0.066091,-0.047113,-0.015385,-0.000191,-0.092796,5.0000,0.1000
3.020165,0.000000,-0.094017,-0.074469,-0.019869,-0.018803,-0.000191,-0.161172,5.0000,0.1000
3.030388,0.000000,0.042735,-0.039307,-0.027566,0.008547,-0.000191,-0.043956,5.0000,0.1000
3.040035,0.000000,-0.076923,-0.050592,-0.027566,-0.015385,-0.000191,0.004884,5.0000,0.1000
3.050034,0.000000,-0.059829,-0.053363,-0.038978,-0.011966,-0.000191,0.034188,5.0000,0.1000
3.060721,0.000000,-0.025641,-0.045047,-0.051321,-0.005128,-0.000191,-0.190476,5.0000,0.1000
3.073021,0.000000,-0.179487,-0.085379,-0.051321,-0.035897,-0.000191,-0.043956,5.0000,0.1000
3.081574,0.000000,0.008547,-0.057201,-0.038846,0.001709,-0.000191,0.024420,5.0000,0.1000
3.090258,0.000000,-0.042735,-0.052861,-0.009244,-0.008547,0.000191,0.083028,5.0000,0.1000
3.100097,0.000000,-0.025641,-0.044695,-0.009244,-0.005128,-0.000191,-0.073260,5.0000,0.1000
3.110084,0.000000,-0.094017,-0.059492,-0.034067,-0.018803,-0.000191,-0.122100,5.0000,0.1000
3.121508,0.000000,-0.008547,-0.044208,-0.047168,-0.001709,-0.000191,0.043956,5.0000,0.1000
3.130616,0.000000,0.042735,-0.018125,-0.047168,0.008547,-0.000191,0.014652,5.0000,0.1000
3.143514,0.000000,0.025641,-0.004995,-0.049938,0.005128,-0.000191,-0.063492,5.0000,0.1000
3.150067,0.000000,-0.059829,-0.021446,-0.049938,-0.011966,-0.000191,0.063492,5.0000,0.1000
3.160193,0.000000,-0.008547,-0.017576,-0.024751,-0.001709,-0.000191,-0.024420,5.0000,0.1000
3.170129,0.000000,0.059829,0.005646,-0.020513,0.011966,0.000191,0.122100,5.0000,0.1000
3.180407,0.000000,0.042735,0.016772,-0.020513,0.008547,-0.000191,0.073260,5.0000,0.1000
3.190000,0.000000,-0.025641,0.004048,-0.040815,-0.005128,-0.000191,-0.112332,5.0000,0.1000
3.200360,0.000000,-0.111111,-0.030499,-0.054507,-0.022222,-0.000191,-0.063492,5.0000,0.1000
3.210342,0.000000,0.008547,-0.018786,-0.054507,0.001709,-0.000191,-0.063492,5.0000,0.1000
3.220110,0.000000,-0.076923,-0.036227,-0.041259,-0.015385,-0.000191,-0.102564,5.0000,0.1000
3.230855,0.000000,-0.145299,-0.068948,-0.014568,-0.029060,-0.000191,0.024420,5.0000,0.1000
3.240325,0.000000,-0.059829,-0.066213,-0.014568,-0.011966,-0.000191,-0.043956,5.0000,0.1000
3.250000,0.000000,-0.111111,-0.079682,-0.032958,-0.022222,0.000191,0.063492,5.0000,0.1000
3.260000,0.000000,0.059829,-0.037829,-0.032958,0.011966,-0.000191,-0.004884,5.0000,0.1000
3.270833,0.000000,0.042735,-0.013660,-0.041206,0.008547,0.000191,0.131868,5.0000,0.1000
3.285094,0.000000,0.059829,0.008387,-0.049485,0.011966,-0.000191,0.043956,5.0000,0.1000
3.290482,0.000000,-0.008547,0.003307,-0.049485,-0.001709,-0.000191,0.083028,5.0000,0.1000
3.300203,0.000000,0.025641,0.010007,-0.030581,0.005128,-0.000191,-0.004884,5.0000,0.1000
3.310041,0.000000,-0.025641,-0.000687,-0.030581,-0.005128,-0.000191,-0.043956,5.0000,0.1000
3.320183,0.000000,0.008547,0.002083,-0.016984,0.001709,-0.000191,0.014652,5.0000,0.1000
3.330237,0.000000,0.042735,0.014279,-0.037123,0.008547,-0.000191,-0.004884,5.0000,0.1000
3.340573,0.000000,0.076923,0.033072,-0.047362,0.015385,-0.000191,-0.014652,5.0000,0.1000
3.351171,0.000000,0.042735,0.035971,-0.047362,0.008547,-0.000191,-0.004884,5.0000,0.1000
3.360872,0.000000,0.042735,0.038000,-0.048155,0.008547,0.000191,0.131868,5.0000,0.1000
3.370850,0.000000,-0.025641,0.018908,-0.015587,-0.005128,-0.000191,-0.004884,5.0000,0.1000
3.380225,0.000000,-0.042735,0.000415,-0.015587,-0.008547,-0.000191,-0.004884,5.0000,0.1000
3.390211,0.000000,-0.059829,-0.017658,-0.031438,-0.011966,0.000191,0.102564,5.0000,0.1000
3.400251,0.000000,-0.076923,-0.035438,-0.031438,-0.015385,-0.000191,0.024420,5.0000,0.1000
3.410532,0.000000,-0.025641,-0.032499,-0.040982,-0.005128,-0.000191,0.034188,5.0000,0.1000
3.422903,0.000000,0.076923,0.000328,-0.052592,0.015385,-0.000191,0.043956,5.0000,0.1000
3.430502,0.000000,-0.059829,-0.017719,-0.052592,-0.011966,-0.000191,0.063492,5.0000,0.1000
3.440177,0.000000,-0.025641,-0.020096,-0.033830,-0.005128,-0.000191,-0.024420,5.0000,0.1000
3.450922,0.000000,0.076923,0.009010,-0.015976,0.015385,-0.000191,-0.073260,5.0000,0.1000
3.460000,0.000000,0.025641,0.013999,-0.015976,0.005128,-0.000191,-0.112332,5.0000,0.1000
3.470000,0.000000,-0.059829,-0.008149,-0.035564,-0.011966,-0.000191,0.053724,5.0000,0.1000
3.480000,0.000000,0.111111,0.027629,-0.035564,0.022222,-0.000191,0.014652,5.0000,0.1000
3.490308,0.000000,0.025641,0.027033,-0.046390,0.005128,-0.000191,0.014652,5.0000,0.1000
3.500000,0.000000,0.042735,0.031743,-0.045354,0.008547,-0.000191,-0.141636,5.0000,0.1000
3.510317,0.000000,-0.076923,-0.000857,-0.017090,-0.015385,-0.000191,-0.102564,5.0000,0.1000
3.522792,0.000000,-0.094017,-0.028805,-0.017090,-0.018803,-0.000191,0.004884,5.0000,0.1000
3.530057,0.000000,-0.094017,-0.048368,-0.026455,-0.018803,-0.000191,0.034188,5.0000,0.1000
3.540068,0.000000,-0.008547,-0.036422,-0.026455,-0.001709,-0.000191,-0.004884,5.0000,0.1000
3.550089,0.000000,-0.076923,-0.048572,-0.038247,-0.015385,-0.000191,-0.004884,5.0000,0.1000
3.561578,0.000000,-0.094017,-0.062206,-0.049891,-0.018803,-0.000191,0.043956,5.0000,0.1000
3.570316,0.000000,-0.111111,-0.076877,-0.049891,-0.022222,-0.000191,-0.014652,5.0000,0.1000
3.580451,0.000000,-0.076923,-0.076891,-0.037722,-0.015385,-0.000191,-0.004884,5.0000,0.1000
3.590851,0.000000,-0.008547,-0.056388,-0.014547,-0.001709,-0.000191,0.063492,5.0000,0.1000
3.600019,0.000000,-0.059829,-0.057420,-0.014547,-0.011966,-0.000191,0.043956,5.0000,0.1000
3.610000,0.000000,0.008547,-0.037630,-0.034484,0.001709,-0.000191,-0.024420,5.0000,0.1000
3.620000,0.000000,-0.042735,-0.039162,-0.034484,-0.008547,0.000191,0.092796,5.0000,0.1000
3.630000,0.000000,0.042735,-0.014593,-0.044016,0.008547,-0.000191,0.073260,5.0000,0.1000
3.640836,0.000000,-0.076923,-0.033292,-0.053717,-0.015385,-0.000191,0.063492,5.0000,0.1000
3.651802,0.000000,0.025641,-0.015612,-0.053717,0.005128,-0.000191,-0.014652,5.0000,0.1000
3.660371,0.000000,-0.059829,-0.028877,-0.026802,-0.011966,-0.000191,-0.034188,5.0000,0.1000
3.670303,0.000000,0.025641,-0.012522,-0.026802,0.005128,-0.000191,-0.043956,5.0000,0.1000
3.680251,0.000000,0.076923,0.014312,-0.026802,0.015385,-0.000191,-0.034188,5.0000,0.1000
3.690311,0.000000,-0.042735,-0.002802,-0.019576,-0.008547,-0.000191,-0.004884,5.0000,0.1000
3.701185,0.000000,-0.025641,-0.009654,-0.037455,-0.005128,-0.000191,-0.034188,5.0000,0.1000
3.710297,0.000000,-0.008547,-0.009322,-0.037455,-0.001709,-0.000191,-0.112332,5.0000,0.1000
3.721930,0.000000,-0.025641,-0.014218,-0.047425,-0.005128,-0.000191,-0.034188,5.0000,0.1000
3.730302,0.000000,-0.128205,-0.048414,-0.043468,-0.025641,-0.000191,-0.083028,5.0000,0.1000
3.740840,0.000000,0.025641,-0.026197,-0.043468,0.005128,-0.000191,-0.004884,5.0000,0.1000
3.750007,0.000000,0.025641,-0.010646,-0.013146,0.005128,-0.000191,0.004884,5.0000,0.1000
3.760000,0.000000,0.008547,-0.004888,-0.013146,0.001709,-0.000191,-0.004884,5.0000,0.1000
3.770000,0.000000,-0.094017,-0.031627,-0.034621,-0.018803,-0.000191,-0.004884,5.0000,0.1000
3.780000,0.000000,-0.059829,-0.040087,-0.042112,-0.011966,-0.000191,-0.004884,5.0000,0.1000
3.790681,0.000000,0.025641,-0.020369,-0.050430,0.005128,-0.000191,-0.034188,5.0000,0.1000
3.801386,0.000000,0.008547,-0.011694,-0.050430,0.001709,-0.000191,-0.014652,5.0000,0.1000
3.811101,0.000000,0.042735,0.004635,-0.029520,0.008547,-0.000191,-0.004884,5.0000,0.1000
3.820092,0.000000,-0.059829,-0.014704,-0.029520,-0.011966,-0.000191,0.073260,5.0000,0.1000
3.830178,0.000000,-0.008547,-0.012857,-0.022844,-0.001709,-0.000191,0.043956,5.0000,0.1000
3.840310,0.000000,-0.094017,-0.037205,-0.040981,-0.018803,-0.000191,-0.083028,5.0000,0.1000
3.852883,0.000000,0.059829,-0.008095,-0.039828,0.011966,-0.000191,-0.063492,5.0000,0.1000
3.860914,0.000000,-0.042735,-0.018487,-0.039828,-0.008547,-0.000191,-0.004884,5.0000,0.1000
3.872144,0.000000,-0.094017,-0.041146,-0.046053,-0.018803,-0.000191,-0.004884,5.0000,0.1000
3.881163,0.000000,-0.025641,-0.036495,-0.046053,-0.005128,-0.000191,0.034188,5.0000,0.1000
3.890885,0.000000,-0.059829,-0.043495,-0.010986,-0.011966,-0.000191,0.014652,5.0000,0.1000
3.900180,0.000000,-0.059829,-0.048395,-0.010986,-0.011966,-0.000191,0.024420,5.0000,0.1000
3.910316,0.000000,0.025641,-0.026184,-0.028384,0.005128,0.000191,0.092796,5.0000,0.1000
3.920000,0.000000,-0.042735,-0.031150,-0.039859,-0.008547,-0.000191,-0.063492,5.0000,0.1000
3.930522,0.000000,-0.008547,-0.024369,-0.045523,-0.001709,0.000191,0.122100,5.0000,0.1000
3.940251,0.000000,-0.025641,-0.024750,-0.045523,-0.005128,-0.000191,0.102564,5.0000,0.1000
3.950216,0.000000,0.042735,-0.004505,-0.034242,0.008547,-0.000191,0.063492,5.0000,0.1000
3.960382,0.000000,-0.111111,-0.036487,-0.034242,-0.022222,-0.000191,-0.004884,5.0000,0.1000
3.970932,0.000000,0.076923,-0.002464,-0.016910,0.015385,-0.000191,0.043956,5.0000,0.1000
3.980267,0.000000,-0.008547,-0.004289,-0.037060,-0.001709,-0.000191,-0.092796,5.0000,0.1000
3.990224,0.000000,-0.076923,-0.026079,-0.037060,-0.015385,-0.000191,-0.024420,5.0000,0.1000
4.000235,0.000000,0.008547,-0.015691,-0.043999,0.001709,-0.000191,-0.053724,5.0000,0.1000
4.010301,0.000000,0.025641,-0.003292,-0.050885,0.005128,-0.000191,0.043956,5.0000,0.1000
4.021142,0.000000,0.094017,0.025901,-0.050885,0.018803,-0.000191,-0.024420,5.0000,0.1000
4.030000,0.000000,0.008547,0.020695,-0.020647,0.001709,-0.000191,0.004884,5.0000,0.1000
4.041614,0.000000,-0.059829,-0.003462,-0.027667,-0.011966,-0.000191,0.063492,5.0000,0.1000
