time_s,f_des_N,f_est_raw_N,f_est_filt_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
8.100473,0.000000,-0.094017,-0.063298,-0.014218,-0.018803,-0.000191,0.063492,5.0000,0.1000
8.110735,0.000000,-0.008547,-0.046873,-0.022853,-0.001709,-0.000191,-0.024420,5.0000,0.1000
8.121702,0.000000,-0.059829,-0.050760,-0.039360,-0.011966,-0.000191,-0.034188,5.0000,0.1000
8.130186,0.000000,-0.076923,-0.058609,-0.039360,-0.015385,-0.000191,0.102564,5.0000,0.1000
8.140002,0.000000,-0.076923,-0.064103,-0.044557,-0.015385,-0.000191,0.004884,5.0000,0.1000
8.150178,0.000000,-0.094017,-0.073077,-0.044557,-0.018803,-0.000191,-0.014652,5.0000,0.1000
8.160776,0.000000,-0.076923,-0.074231,-0.036588,-0.015385,-0.000191,0.102564,5.0000,0.1000
8.170855,0.000000,-0.128205,-0.090423,-0.012234,-0.025641,-0.000191,0.024420,5.0000,0.1000
8.180477,0.000000,0.111111,-0.029963,-0.012234,0.022222,-0.000191,-0.102564,5.0000,0.1000
8.190527,0.000000,0.094017,0.007231,-0.038088,0.018803,-0.000191,-0.043956,5.0000,0.1000
8.200988,0.000000,-0.094017,-0.023143,-0.047233,-0.018803,-0.000191,0.004884,5.0000,0.1000
8.210222,0.000000,0.008547,-0.013636,-0.047233,0.001709,-0.000191,0.004884,5.0000,0.1000
8.220251,0.000000,-0.076923,-0.032622,-0.043659,-0.015385,-0.000191,-0.053724,5.0000,0.1000
8.230376,0.000000,0.008547,-0.020272,-0.023626,0.001709,-0.000191,-0.024420,5.0000,0.1000
8.240115,0.000000,-0.094017,-0.042395,-0.023626,-0.018803,-0.000191,0.014652,5.0000,0.1000
8.250000,0.000000,0.025641,-0.021984,-0.021935,0.005128,-0.000191,0.014652,5.0000,0.1000
8.260238,0.000000,-0.059829,-0.033338,-0.021935,-0.011966,-0.000191,-0.004884,5.0000,0.1000
8.272109,0.000000,0.008547,-0.020772,-0.042878,0.001709,-0.000191,0.053724,5.0000,0.1000
8.280028,0.000000,-0.025641,-0.022233,-0.046483,-0.005128,0.000191,0.151404,5.0000,0.1000
8.290256,0.000000,0.008547,-0.012999,-0.046483,0.001709,-0.000191,-0.024420,5.0000,0.1000
8.300247,0.000000,0.025641,-0.001407,-0.036052,0.005128,-0.000191,0.053724,5.0000,0.1000
8.310498,0.000000,0.042735,0.011836,-0.018897,0.008547,0.000191,0.161172,5.0000,0.1000
8.320436,0.000000,-0.145299,-0.035305,-0.034763,-0.029060,-0.000191,-0.004884,5.0000,0.1000
8.330516,0.000000,-0.076923,-0.047790,-0.034763,-0.015385,-0.000191,0.014652,5.0000,0.1000
8.340205,0.000000,-0.111111,-0.066787,-0.040953,-0.022222,-0.000191,0.053724,5.0000,0.1000
8.350247,0.000000,-0.076923,-0.069827,-0.040953,-0.015385,-0.000191,-0.083028,5.0000,0.1000
8.360038,0.000000,-0.042735,-0.061700,-0.040953,-0.008547,-0.000191,0.014652,5.0000,0.1000
8.370083,0.000000,0.059829,-0.025241,-0.040953,0.011966,-0.000191,-0.092796,5.0000,0.1000
8.381031,0.000000,0.076923,0.005408,-0.052056,0.015385,-0.000191,0.092796,5.0000,0.1000
8.390000,0.000000,-0.008547,0.001222,-0.028562,-0.001709,-0.000191,-0.034188,5.0000,0.1000
8.402079,0.000000,0.042735,0.013676,-0.028562,0.008547,-0.000191,-0.034188,5.0000,0.1000
8.410097,0.000000,-0.059829,-0.008376,-0.020987,-0.011966,-0.000191,-0.053724,5.0000,0.1000
8.420515,0.000000,0.008547,-0.003299,-0.036985,0.001709,-0.000191,-0.122100,5.0000,0.1000
8.430000,0.000000,0.008547,0.000255,-0.036985,0.001709,-0.000191,-0.102564,5.0000,0.1000
8.440010,0.000000,0.008547,0.002742,-0.052171,0.001709,-0.000191,-0.004884,5.0000,0.1000
8.451431,0.000000,-0.059829,-0.016029,-0.036267,-0.011966,-0.000191,0.063492,5.0000,0.1000
8.462029,0.000000,0.042735,0.001600,-0.036267,0.008547,-0.000191,-0.024420,5.0000,0.1000
8.470069,0.000000,-0.076923,-0.021957,-0.021676,-0.015385,-0.000191,0.053724,5.0000,0.1000
8.482521,0.000000,-0.094017,-0.043575,-0.027129,-0.018803,-0.000191,-0.034188,5.0000,0.1000
8.490214,0.000000,0.025641,-0.022810,-0.027129,0.005128,-0.000191,0.034188,5.0000,0.1000
8.500216,0.000000,-0.145299,-0.059557,-0.040815,-0.029060,-0.000191,0.024420,5.0000,0.1000
8.510258,0.000000,-0.059829,-0.059638,-0.040815,-0.011966,-0.000191,-0.004884,5.0000,5.0000
8.521679,0.000000,-0.145299,-0.085337,-0.048888,-0.029060,-0.000191,0.024420,5.0000,5.0000
8.531152,0.000000,-0.794872,-0.298197,-0.031472,-0.158974,-0.000191,-0.043956,5.0000,5.0000
8.540634,0.000000,1.153846,0.137416,-0.031472,0.230769,-0.000191,0.297924,5.0000,5.0000
8.551415,0.000000,10.316239,3.191063,-0.017559,2.063248,-0.000572,0.766789,5.0000,5.0000
8.560076,0.000000,-13.153846,-1.712410,-0.017559,-2.630769,0.001335,-0.131868,5.0000,5.0000
8.570000,0.000000,3.153846,-0.252533,-0.005261,0.630769,0.001335,1.821734,5.0000,5.0000
8.580000,0.000000,9.222222,2.589894,0.026402,1.844444,-0.002098,-1.196581,5.0000,5.0000
8.590403,0.000000,-8.538462,-0.748613,0.205491,-1.707692,0.000191,-1.440781,5.0000,5.0000
8.600607,0.000000,-7.666667,-2.824029,0.096828,-1.533333,0.003243,1.675214,5.0000,5.0000
8.610520,0.000000,12.880342,1.887282,0.096828,2.576068,-0.000954,0.170940,5.0000,5.0000
8.620163,0.000000,-7.700855,-0.989159,0.067277,-1.540171,0.000572,-1.323565,5.0000,5.0000
8.630328,0.000000,-9.068376,-3.412924,0.067277,-1.813675,0.003243,1.333333,5.0000,5.0000
8.640149,0.000000,12.418803,1.336594,0.278925,2.483761,-0.000572,0.395604,5.0000,5.0000
8.650141,0.000000,-0.829060,0.686898,0.278925,-0.165812,-0.000954,-1.997558,5.0000,5.0000
8.660486,0.000000,-12.863248,-3.378146,-0.008268,-2.572650,0.002861,0.542125,5.0000,5.0000
8.670000,0.000000,12.059829,1.253247,0.170966,2.411966,-0.000191,0.698413,5.0000,5.0000
8.680000,0.000000,1.085470,1.202914,0.170966,0.217094,-0.000954,-1.929182,5.0000,5.0000
8.690326,0.000000,-13.051282,-3.073345,0.277508,-2.610256,0.002861,0.112332,5.0000,5.0000
8.700259,0.000000,4.623932,-0.764162,-0.020359,0.924786,0.001717,1.694750,5.0000,5.0000
8.710054,0.000000,6.641026,1.457394,-0.020359,1.328205,-0.001717,-1.636142,5.0000,5.0000
8.720058,0.000000,-13.000000,-2.879824,0.250984,-2.600000,0.002861,-0.043956,5.0000,5.0000
8.730077,0.000000,2.982906,-1.121005,0.149349,0.596581,0.002480,1.948718,5.0000,5.0000
8.741323,0.000000,11.188034,2.571707,0.074030,2.237607,0.000572,0.971917,5.0000,5.0000
8.750254,0.000000,-11.393162,-1.617754,0.074030,-2.278632,0.001717,-0.971917,5.0000,5.0000
8.760008,0.000000,0.589744,-0.955505,0.291410,0.117949,0.002861,1.978022,5.0000,5.0000
8.770226,0.000000,12.213675,2.995249,0.291410,2.442735,-0.000954,-0.551893,5.0000,5.0000
8.780241,0.000000,-6.760684,0.068469,0.087782,-1.352137,0.000572,-1.538462,5.0000,5.0000
8.790000,0.000000,-4.692308,-1.359764,0.087782,-0.938462,0.003243,1.772894,5.0000,5.0000
8.800000,0.000000,12.726496,2.866114,0.106177,2.545299,-0.000954,-0.200244,5.0000,5.0000
8.810697,0.000000,3.102564,2.937049,0.282567,0.620513,-0.000954,-1.880342,5.0000,5.0000
8.820278,0.000000,-9.307692,-0.736373,0.023799,-1.861538,0.003624,1.304029,5.0000,5.0000
8.830313,0.000000,11.649573,2.979410,0.023799,2.329915,0.000191,0.630037,5.0000,5.0000
8.840288,0.000000,0.641026,2.277895,0.235293,0.128205,-0.000954,-1.958486,5.0000,5.0000
8.850331,0.000000,-12.367521,-2.115730,0.235293,-2.473504,0.003243,0.639805,5.0000,5.0000
8.860000,0.000000,11.393162,1.936938,0.211220,2.278632,0.000572,0.825397,5.0000,5.0000
8.870000,0.000000,2.589744,2.132780,0.211220,0.517949,-0.000954,-1.890110,5.0000,5.0000
8.880523,0.000000,-12.623932,-2.294234,0.019941,-2.524786,0.002098,-0.649573,5.0000,5.0000
8.890683,0.000000,-1.991453,-2.203400,0.271977,-0.398291,0.003243,1.938950,5.0000,5.0000
8.900825,0.000000,12.692308,2.265313,0.151204,2.538462,-0.000954,-0.278388,5.0000,5.0000
8.911012,0.000000,-3.051282,0.670334,0.151204,-0.610256,-0.000191,-1.704518,5.0000,5.0000
8.920000,0.000000,2.846154,1.323080,0.084247,0.569231,0.002480,1.909646,5.0000,5.0000
8.930000,0.000000,10.692308,4.133848,0.084247,2.138462,-0.001335,-1.079365,5.0000,5.0000
8.940026,0.000000,-10.931624,-0.385793,0.259580,-2.186325,0.001717,-1.040293,5.0000,5.0000
8.952976,0.000000,2.418803,0.455586,0.070091,0.483761,-0.000954,-1.919414,5.0000,5.0000
8.960397,0.000000,12.811966,4.162500,0.155051,2.562393,-0.000191,0.327228,5.0000,5.0000
8.970214,0.000000,-4.094017,1.685545,0.155051,-0.818803,-0.000191,-1.831502,5.0000,5.0000
8.980285,0.000000,-9.905983,-1.791914,0.288065,-1.981197,0.003624,1.177045,5.0000,5.0000
8.990417,0.000000,11.068376,2.066173,0.288065,2.213675,0.000572,1.059829,5.0000,5.0000
9.000228,0.000000,1.324786,1.843757,-0.004179,0.264957,-0.000954,-1.860806,5.0000,5.0000
9.010303,0.000000,-12.811966,-2.552960,0.215663,-2.562393,0.003243,0.336996,5.0000,5.0000
9.020913,0.000000,-1.085470,-2.112713,0.212119,-0.217094,0.002861,1.919414,5.0000,5.0000
9.030000,0.000000,2.418803,-0.753258,0.212119,0.483761,-0.000954,-1.841270,5.0000,5.0000
9.041923,0.000000,4.504274,0.824001,0.045470,0.900855,-0.000954,-1.743590,5.0000,5.0000
9.050231,0.000000,3.717949,1.692186,0.045470,0.743590,0.002098,1.802198,5.0000,5.0000
9.060252,0.000000,9.769231,4.115299,0.257625,1.953846,-0.001335,-1.147741,5.0000,5.0000
9.070204,0.000000,-11.427350,-0.547496,0.257625,-2.285470,0.001717,-0.805861,5.0000,5.0000
9.080215,0.000000,-2.094017,-1.011452,0.131875,-0.418803,0.002861,1.841270,5.0000,5.0000
9.090242,0.000000,12.213675,2.956086,0.065222,2.442735,-0.001335,-0.542125,5.0000,5.0000
9.100000,0.000000,-10.264957,-1.010227,0.283527,-2.052991,0.001335,-1.147741,5.0000,5.0000
9.112051,0.000000,-7.991453,-3.104595,0.283527,-1.598291,0.000572,-1.538462,5.0000,5.0000
9.120000,0.000000,12.794872,1.665245,0.097195,2.558974,-0.000954,-0.297924,5.0000,5.0000
9.130763,0.000000,4.606838,2.547723,0.097195,0.921368,-0.001335,-1.743590,5.0000,5.0000
9.140147,0.000000,-9.717949,-1.131979,0.101464,-1.943590,0.003624,1.343101,5.0000,5.0000
9.150000,0.000000,12.675214,3.010179,0.101464,2.535043,-0.000572,0.336996,5.0000,5.0000
9.160352,0.000000,4.777778,3.540459,0.272886,0.955556,-0.001335,-1.743590,5.0000,5.0000
9.170598,0.000000,-13.444444,-1.555012,0.001478,-2.688889,0.002861,-0.024420,5.0000,5.0000
9.181291,0.000000,-5.188034,-2.644919,0.221591,-1.037607,0.003243,1.792430,5.0000,5.0000
9.190246,0.000000,5.632479,-0.161700,0.221591,1.126496,-0.001335,-1.743590,5.0000,5.0000
9.200804,0.000000,-11.341880,-3.515754,0.236294,-2.268376,0.001335,-1.118437,5.0000,5.0000
9.210000,0.000000,7.461538,-0.222566,0.236294,1.492308,0.001335,1.440781,5.0000,5.0000
9.220000,0.000000,7.581197,2.118563,0.015471,1.516239,-0.001335,-1.489621,5.0000,5.0000
9.230314,0.000000,-11.717949,-2.032391,0.235034,-2.343590,0.001717,-0.874237,5.0000,5.0000
9.241168,0.000000,-11.222222,-4.789340,0.150863,-2.244444,0.003624,1.020757,5.0000,5.0000
9.250592,0.000000,12.948718,0.532077,0.086364,2.589744,-0.000572,0.014652,5.0000,5.0000
9.260528,0.000000,-5.615385,-1.312161,0.086364,-1.123077,0.000572,-1.636142,5.0000,5.0000
9.270692,0.000000,-9.974359,-3.910821,0.086364,-1.994872,0.003624,1.137973,5.0000,5.0000
9.280197,0.000000,12.846154,1.116272,0.274613,2.569231,-0.000954,-0.239316,5.0000,5.0000
9.290069,0.000000,-6.863248,-1.277584,0.069047,-1.372650,0.000572,-1.606838,5.0000,5.0000
9.300275,0.000000,-9.905983,-3.866104,0.069047,-1.981197,0.003624,1.177045,5.0000,5.0000
9.311293,0.000000,0.675214,-2.503709,0.120256,0.135043,0.002861,1.938950,5.0000,5.0000
9.320477,0.000000,2.316239,-1.057724,0.302277,0.463248,-0.000954,-1.821734,5.0000,5.0000
9.331978,0.000000,-1.068376,-1.060920,-0.005078,-0.213675,-0.000572,-1.909646,5.0000,5.0000
9.340664,0.000000,3.871795,0.418895,-0.005078,0.774359,0.002098,1.860806,5.0000,5.0000
9.350092,0.000000,2.794872,1.131688,0.215699,0.558974,-0.000954,-1.909646,5.0000,5.0000
9.360062,0.000000,-12.367521,-2.918075,0.215699,-2.473504,0.003243,0.561661,5.0000,5.0000
9.370000,0.000000,8.982906,0.652219,0.192248,1.796581,0.000954,1.323565,5.0000,5.0000
9.380021,0.000000,6.128205,2.295015,0.192248,1.225641,-0.001335,-1.665446,5.0000,5.0000
9.390327,0.000000,-12.299145,-2.083233,0.042812,-2.459829,0.001717,-0.932845,5.0000,5.0000
9.400252,0.000000,-0.076923,-1.481340,0.265076,-0.015385,0.002480,1.782662,5.0000,5.0000
9.410653,0.000000,13.017094,2.868190,0.116128,2.603419,-0.000572,0.053724,5.0000,5.0000
9.420361,0.000000,-8.179487,-0.446113,0.116128,-1.635897,0.000954,-1.284493,5.0000,5.0000
9.430442,0.000000,-7.427350,-2.540484,0.059904,-1.485470,0.003624,1.557998,5.0000,5.0000
9.440060,0.000000,12.675214,2.024225,0.059904,2.535043,-0.000954,-0.258852,5.0000,5.0000
9.450137,0.000000,-5.905983,-0.354837,0.256263,-1.181197,0.000572,-1.714286,5.0000,5.0000
9.463083,0.000000,8.350427,2.256742,0.103609,1.670085,-0.001335,-1.557998,5.0000,5.0000
9.470716,0.000000,8.555556,4.146386,0.103609,1.711111,0.001335,1.343101,5.0000,5.0000
9.481469,0.000000,11.871795,6.464009,0.131508,2.374359,-0.001335,-0.737485,5.0000,5.0000
9.490654,0.000000,-12.948718,0.640191,0.283185,-2.589744,0.002861,0.034188,5.0000,5.0000
9.500193,0.000000,10.794872,3.686595,0.283185,2.158974,0.000572,1.089133,5.0000,5.0000
9.510000,0.000000,1.017094,2.885745,-0.018100,0.203419,-0.000572,-1.890110,5.0000,5.0000
9.520000,0.000000,-11.940171,-1.562030,-0.018100,-2.388034,0.003243,0.678877,5.0000,5.0000
9.530288,0.000000,6.162393,0.755297,0.228935,1.232479,0.001717,1.665446,5.0000,5.0000
9.540024,0.000000,4.606838,1.910759,0.221266,0.921368,-0.001335,-1.811966,5.0000,5.0000
9.552516,0.000000,10.333333,4.437531,0.036873,2.066667,-0.001717,-1.167277,5.0000,5.0000
9.561512,0.000000,-11.273504,-0.275779,0.036873,-2.254701,0.003243,0.971917,5.0000,5.0000
9.572436,0.000000,-1.461538,-0.631507,0.242722,-0.292308,0.002480,1.821734,5.0000,5.0000
9.580000,0.000000,-13.256410,-4.418978,0.242722,-2.651282,0.002098,-0.356532,5.0000,5.0000
9.590000,0.000000,1.632479,-2.603541,0.067621,0.326496,0.002480,1.821734,5.0000,5.0000
9.600000,0.000000,10.435897,1.308291,0.122066,2.087179,-0.001717,-1.069597,5.0000,5.0000
9.610000,0.000000,-10.914530,-2.358556,0.122066,-2.182906,0.001335,-0.962149,5.0000,5.0000
9.620131,0.000000,-4.880342,-3.115091,0.292604,-0.976068,0.003243,1.772894,5.0000,5.0000
9.631537,0.000000,0.675214,-1.978000,0.004286,0.135043,0.002861,1.938950,5.0000,5.0000
9.641738,0.000000,12.076923,2.238477,0.157873,2.415385,-0.000954,-0.561661,5.0000,5.0000
9.650488,0.000000,-11.444444,-1.866399,0.157873,-2.288889,0.003624,0.913309,5.0000,5.0000
9.660210,0.000000,12.179487,2.347367,0.157873,2.435897,0.000191,0.678877,5.0000,5.0000
9.670499,0.000000,4.128205,2.881618,0.269487,0.825641,-0.000954,-1.782662,5.0000,5.0000
9.680727,0.000000,-13.068376,-1.903380,0.007080,-2.613675,0.002480,-0.405372,5.0000,5.0000
9.690401,0.000000,7.102564,0.798403,0.228485,1.420513,0.001717,1.636142,5.0000,5.0000
9.702552,0.000000,3.854701,1.715292,0.228485,0.770940,0.002098,1.724054,5.0000,5.0000
9.710054,0.000000,-12.418803,-2.524936,0.173747,-2.483761,0.003243,0.493284,5.0000,5.0000
9.722872,0.000000,-9.700855,-4.677712,0.028225,-1.940171,0.000954,-1.284493,5.0000,5.0000
9.730307,0.000000,9.564103,-0.405168,0.028225,1.912821,-0.001717,-1.333333,5.0000,5.0000
9.740343,0.000000,-11.820513,-3.829771,0.266596,-2.364103,0.001717,-0.815629,5.0000,5.0000
9.750000,0.000000,2.675214,-1.878276,0.266596,0.535043,0.002098,1.714286,5.0000,5.0000
9.760133,0.000000,10.982906,1.980079,0.109542,2.196581,-0.001717,-0.932845,5.0000,5.0000
9.770369,0.000000,-9.000000,-1.313945,0.072167,-1.800000,0.000954,-1.255189,5.0000,5.0000
9.780000,0.000000,-0.521368,-1.076172,0.072167,-0.104274,0.002480,1.870574,5.0000,5.0000
9.790324,0.000000,12.846154,3.100526,0.274121,2.569231,-0.001335,-0.376068,5.0000,5.0000
9.800000,0.000000,-10.470085,-0.970657,-0.005101,-2.094017,0.001335,-1.147741,5.0000,5.0000
9.810192,0.000000,-6.829060,-2.728178,-0.005101,-1.365812,0.003243,1.675214,5.0000,5.0000
9.820254,0.000000,12.811966,1.933865,0.220145,2.562393,-0.000572,0.170940,5.0000,5.0000
9.832641,0.000000,9.888889,4.320372,0.211328,1.977778,0.000954,1.235653,5.0000,5.0000
9.840262,0.000000,-10.264957,-0.055227,0.211328,-2.052991,0.003624,1.196581,5.0000,5.0000
9.852834,0.000000,-13.256410,-4.015582,0.028781,-2.651282,0.002861,-0.083028,5.0000,5.0000
9.861069,0.000000,9.153846,-0.064753,0.224230,1.830769,-0.001335,-1.323565,5.0000,5.0000
9.872324,0.000000,2.623932,0.741852,0.224230,0.524786,-0.000954,-1.792430,5.0000,5.0000
9.880000,0.000000,12.401709,4.239809,0.134443,2.480342,-0.000191,0.542125,5.0000,5.0000
9.890039,0.000000,-0.470085,2.826841,0.134443,-0.094017,-0.000572,-1.919414,5.0000,5.0000
9.900051,0.000000,-11.256410,-1.398134,0.083843,-2.251282,0.003624,1.020757,5.0000,5.0000
9.910096,0.000000,11.017094,2.326434,0.305145,2.203419,0.000572,0.952381,5.0000,5.0000
9.920421,0.000000,5.752137,3.354145,-0.021201,1.150427,-0.001335,-1.616606,5.0000,5.0000
9.931218,0.000000,-6.811966,0.304312,-0.021201,-1.362393,0.000954,-1.431013,5.0000,5.0000
9.940639,0.000000,0.350427,0.318146,0.202517,0.070085,0.002861,2.056166,5.0000,5.0000
9.950000,0.000000,4.658120,1.620138,0.202517,0.931624,-0.000954,-1.724054,5.0000,5.0000
9.960091,0.000000,-13.205128,-2.827442,0.231908,-2.641026,0.002861,0.053724,5.0000,5.0000
9.970114,0.000000,4.111111,-0.745876,0.038862,0.822222,0.002098,1.792430,5.0000,5.0000
9.983710,0.000000,-12.794872,-4.360575,0.254832,-2.558974,0.003243,0.473748,5.0000,5.0000
9.990110,0.000000,-12.846154,-6.906248,0.254832,-2.569231,0.002098,-0.493284,5.0000,5.0000
10.000803,0.000000,-8.042735,-7.247194,0.092361,-1.608547,0.003624,1.440781,5.0000,5.0000
10.010503,0.000000,12.487179,-1.326882,0.092361,2.497436,-0.000954,-0.288156,5.0000,5.0000
10.024581,0.000000,-7.410256,-3.151894,0.071177,-1.482051,0.003243,1.577534,5.0000,5.0000
10.030373,0.000000,-5.444444,-3.839659,0.071177,-1.088889,0.003624,1.821734,5.0000,5.0000
10.040000,0.000000,11.854701,0.868649,0.312667,2.370940,-0.000954,-0.493284,5.0000,5.0000
10.050095,0.000000,-7.341880,-1.594510,0.000433,-1.468376,0.000191,-1.733822,5.0000,5.0000
10.060192,0.000000,-7.581197,-3.390516,0.171987,-1.516239,0.003243,1.557998,5.0000,5.0000
10.070157,0.000000,12.863248,1.485613,0.216112,2.572650,-0.000572,0.190476,5.0000,5.0000
10.080652,0.000000,3.854701,2.196339,0.216112,0.770940,-0.000954,-1.782662,5.0000,5.0000
10.090320,0.000000,-10.948718,-1.747178,0.025664,-2.189744,0.003624,0.971917,5.0000,5.0000
10.100598,0.000000,8.504274,1.328258,0.025664,1.700855,0.000954,1.343101,5.0000,5.0000
10.110149,0.000000,0.709402,1.142601,0.252677,0.141880,-0.000954,-1.870574,5.0000,5.0000
10.120000,0.000000,-11.119658,-2.536077,0.252677,-2.223932,0.003624,1.069597,5.0000,5.0000
10.130000,0.000000,10.726496,1.442695,0.129127,2.145299,0.000572,0.913309,5.0000,5.0000
10.140159,0.000000,4.521368,2.366297,0.046777,0.904274,-0.000954,-1.753358,5.0000,5.0000
10.150665,0.000000,-12.282051,-2.028208,0.046777,-2.456410,0.002098,-0.727717,5.0000,5.0000
10.160331,0.000000,5.085470,0.105896,0.284354,1.017094,0.001717,1.636142,5.0000,5.0000
